N,Time,1.INT,1.PFMIN,2.INT,2.PFMIN,3.INT,3.PFMIN
96064,987,1,2,0,2,0,2
112064,953,0,2,0,2,0,2
128064,934,1,2,0,2,0,2
144064,1613,0,3,0,2,0,2
160064,929,0,2,1,2,0,2
176064,1004,0,2,0,2,0,2
192064,1024,0,2,0,2,1,2
208064,1025,0,2,0,2,0,2
224064,1026,0,2,0,2,0,2
240064,982,0,2,1,2,0,2
256064,992,0,2,0,2,0,2
272064,998,0,2,0,2,0,2
288064,1517,0,3,1,2,0,2
304064,972,1,2,0,2,0,2
320064,1031,0,2,0,2,0,2
336064,993,0,2,0,2,0,2
352064,1010,1,2,0,2,0,2
368064,980,0,2,0,2,0,2
384064,987,0,2,0,2,0,2
400064,971,0,2,1,2,0,2
416064,1001,0,2,0,2,0,2
432064,1542,0,3,0,2,1,2
448064,1001,0,2,0,2,0,2
464064,1000,0,2,1,2,0,2
480064,1017,0,2,0,2,0,2
496064,1002,0,2,0,2,0,2
512064,994,0,2,0,2,0,2
528064,1046,0,2,1,2,0,2
544064,999,0,2,0,2,0,2
560064,1004,0,2,0,2,0,2
576064,1542,0,3,0,2,0,2
592064,1001,0,2,0,2,1,2
608064,1012,0,2,0,2,0,2
624064,1007,0,2,0,2,0,2
640064,1003,0,2,0,2,1,2
656064,1009,0,2,0,2,1,2
672064,971,0,2,0,2,0,2
688064,997,1,2,0,2,0,2
704064,1016,0,2,0,2,0,2
720064,1513,0,3,0,2,1,2
736064,1006,0,2,0,2,0,2
752064,1020,0,2,0,2,1,2
768064,985,0,2,0,2,0,2
784064,975,0,2,0,2,0,2
800064,1013,0,2,0,2,0,2
960064,1535,0,3,0,2,0,2
1120064,1537,0,3,0,2,0,2
1280064,1506,0,3,0,2,0,2
1440064,1526,0,3,0,2,0,2
1600064,1609,0,3,0,2,1,2
1760064,1800,0,3,0,2,0,2
1920064,1529,0,3,0,2,0,2
2080064,1536,0,3,0,2,0,2
2240064,1562,0,3,0,2,0,2
2400064,1563,0,3,0,2,0,2
2560064,1564,0,3,0,2,0,2
2720064,1563,0,3,0,2,0,2
2880064,1591,0,3,0,2,0,2
3040064,1587,0,3,0,2,0,2
3200064,1593,0,3,0,2,0,2
3360064,1698,0,3,0,2,0,2
3520064,1566,0,3,1,2,0,2
3680064,1653,0,3,0,2,0,2
3840064,1960,0,3,0,2,0,2
4000064,1584,0,3,0,2,1,2
4160064,1622,0,3,0,2,0,2
4320064,1623,0,3,0,2,1,2
4480064,1572,0,3,0,2,0,2
4640064,1618,0,3,0,2,0,2
4800064,1555,0,3,0,2,0,2
4960064,1525,0,3,1,2,0,2
5120064,1569,0,3,1,2,0,2
5280064,1576,0,3,0,2,0,2
5440064,1624,0,3,0,2,0,2
5600064,1617,0,3,0,2,0,2
5760064,1629,0,3,0,2,0,2
5920064,1587,0,3,0,2,0,2
6080064,1694,0,3,0,2,0,2
6240064,1580,0,3,0,2,0,2
6400064,1599,0,3,0,2,0,2
6560064,1603,0,3,0,2,0,2
6720064,1620,0,3,0,2,0,2
6880064,1593,0,3,0,2,0,2
7040064,1593,0,3,0,2,1,2
7200064,1605,1,3,0,2,0,2
7360064,1545,0,3,0,2,1,2
7520064,1534,0,3,0,2,0,2
7680064,1599,0,3,0,2,0,2
7840064,1604,0,3,0,2,0,2
8000064,1596,0,3,1,2,0,2
9600064,1737,0,3,0,2,0,2
11200064,1859,0,3,0,2,1,2
12800064,1684,0,3,0,2,0,2
14400064,1671,0,3,0,2,0,2
16000064,1547,0,3,0,2,0,2
17600064,1725,0,3,0,2,0,2
19200064,1747,0,3,0,2,1,2
20800064,1719,0,3,0,2,0,2
22400064,1604,1,3,0,2,0,2
24000064,1731,0,3,0,2,0,2
25600064,1730,0,3,0,2,0,2
27200064,1877,0,3,0,2,0,2
28800064,1600,0,3,0,2,0,2
30400064,1713,0,3,0,2,0,2
32000064,1734,0,3,0,2,1,2
33600064,17601,0,4,0,4,0,4
35200064,15986,0,4,0,4,0,4
36800064,17763,0,4,1,4,0,4
38400064,16328,0,4,0,4,0,4
40000064,20186,0,4,0,4,0,4
41600064,16886,0,4,0,4,0,4
43200064,15795,0,4,0,4,0,4
44800064,16507,0,4,0,4,1,4
46400064,15905,0,4,0,4,1,4
48000064,16339,1,4,0,4,0,4
49600064,15630,0,4,0,4,0,4
51200064,17308,0,4,1,4,0,4
52800064,16022,0,4,0,4,1,4
54400064,16776,0,4,0,4,0,4
56000064,15705,0,4,0,4,0,4
57600064,17469,0,4,0,4,0,4
59200064,16445,0,4,0,4,0,4
60800064,16301,0,4,0,4,0,4
62400064,16968,0,4,0,4,0,4
64000064,16883,0,4,0,4,0,4
65600064,17317,0,4,0,4,0,4
67200064,16365,1,4,0,4,2,4
68800064,16929,0,4,0,4,0,4
70400064,16885,0,4,1,4,0,4
72000064,16302,0,4,0,4,0,4
73600064,17268,0,4,0,4,0,4
75200064,16390,1,4,0,4,0,4
76800064,16927,0,4,0,4,0,4
78400064,16665,0,4,0,4,0,4
80000064,16566,0,4,0,4,0,4
96000064,16403,0,4,0,4,0,4
112000064,16895,0,4,0,4,0,4
128000064,17486,0,4,0,4,0,4
